scorer,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000
634,27.526,284.404,0.11299999803304672,36.522,236.507,0.8330000042915344,34.293,210.472,1.0,43.457,180.191,1.0,52.117,157.269,1.0,57.914,136.994,1.0,54.32,115.192,1.0,51.537,84.039,1.0,49.631,53.908,1.0,69.357,19.97,0.9150000214576721,88.081,11.903,0.9980000257492065,,,1.0,44.341,298.811,1.0,56.628,319.19,1.0,70.27,338.046,1.0,85.782,351.827,1.0,107.361,360.958,1.0,128.21,365.42,1.0,160.34,373.585,1.0,195.378,378.972,1.0,230.161,380.193,1.0,278.662,367.206,1.0
635,,,1.0,,,1.0,32.344,243.871,1.0,43.368,177.218,1.0,50.583,157.086,1.0,52.36,137.903,1.0,50.265,115.86,1.0,45.328,88.629,1.0,39.736,63.868,1.0,43.769,36.155,0.2809999883174896,71.12,13.581,0.9990000128746033,,,1.0,52.586,301.709,1.0,60.726,322.654,1.0,73.823,340.587,1.0,29.291,202.746,1.0,110.439,361.101,1.0,130.821,365.506,1.0,164.167,377.282,1.0,199.455,380.35,1.0,233.499,380.076,1.0,280.793,367.079,1.0
636,25.573,285.258,0.45100000500679016,38.649,249.639,1.0,32.648,227.751,1.0,37.133,201.449,1.0,46.248,171.398,1.0,54.84,139.834,1.0,51.901,107.312,0.9980000257492065,53.974,76.569,1.0,57.957,46.13,0.6060000061988831,59.655,52.155,0.24899999797344208,73.019,14.682,1.0,,,1.0,56.284,311.138,1.0,63.64,330.169,1.0,77.277,343.227,1.0,96.548,350.564,1.0,112.341,361.528,1.0,132.897,368.755,1.0,163.404,381.002,1.0,197.63,382.961,1.0,233.212,380.681,1.0,280.678,367.066,1.0
637,37.426,285.943,0.7789999842643738,38.935,248.506,1.0,36.956,227.615,1.0,42.852,199.328,1.0,48.547,164.309,1.0,54.473,138.249,1.0,52.492,107.546,1.0,52.867,76.882,0.9229999780654907,61.112,68.801,0.14000000059604645,68.091,35.62,0.9900000095367432,93.045,14.117,1.0,,,1.0,55.528,318.109,1.0,65.933,334.924,1.0,82.743,346.485,1.0,99.339,351.42,1.0,118.014,362.339,1.0,136.569,366.314,1.0,168.356,377.472,1.0,201.642,381.578,1.0,241.235,380.819,1.0,282.898,366.259,1.0
638,38.361,285.088,0.9929999709129333,42.858,248.41,1.0,46.728,229.776,1.0,44.964,199.205,1.0,52.995,171.63,1.0,59.503,152.36,1.0,76.601,99.6,1.0,59.681,100.004,0.25,68.612,71.07,0.8679999709129333,74.451,39.645,0.996999979019165,99.883,15.318,1.0,,,1.0,52.594,324.718,1.0,67.138,336.524,1.0,83.356,347.261,1.0,100.774,353.348,1.0,119.678,357.075,1.0,138.313,367.185,1.0,168.645,375.507,1.0,203.157,381.267,1.0,241.706,380.674,1.0,282.978,366.158,1.0
639,42.044,291.494,1.0,48.858,254.013,1.0,48.992,231.221,1.0,48.142,204.058,1.0,54.009,179.868,1.0,58.172,148.947,1.0,66.422,113.191,1.0,66.772,81.991,1.0,67.476,68.713,1.0,75.056,38.934,0.996999979019165,100.2,16.513,1.0,,,1.0,52.948,336.804,1.0,69.195,345.606,1.0,86.414,351.59,1.0,106.77,351.658,1.0,120.415,358.065,1.0,141.592,367.442,1.0,171.173,375.705,1.0,204.488,381.172,1.0,242.344,380.942,1.0,283.111,365.796,1.0
640,,,1.0,50.693,268.625,1.0,47.732,247.433,1.0,55.91,177.467,1.0,57.777,156.079,1.0,61.342,143.079,1.0,62.601,132.273,1.0,65.274,96.407,1.0,67.986,68.321,1.0,82.772,35.351,0.9890000224113464,,,1.0,37.266,304.974,0.9959999918937683,49.635,336.404,1.0,68.812,347.948,1.0,43.176,232.176,1.0,44.618,202.02,1.0,123.851,354.929,1.0,145.072,361.35,1.0,176.528,373.585,1.0,210.552,380.968,1.0,246.067,381.183,1.0,285.043,365.427,1.0
641,,,1.0,43.412,269.398,1.0,44.377,248.719,1.0,52.333,192.631,1.0,59.368,173.826,1.0,63.851,155.78,1.0,62.61,135.906,1.0,68.195,105.903,1.0,68.29,77.494,1.0,74.182,46.299,0.8870000243186951,,,1.0,34.731,306.913,1.0,50.022,336.98,1.0,68.482,348.506,1.0,43.167,232.031,1.0,108.893,350.328,1.0,126.423,356.206,1.0,148.381,359.209,1.0,181.245,370.231,1.0,213.662,380.911,1.0,246.028,381.182,1.0,285.956,365.062,1.0
642,36.689,303.538,1.0,42.659,265.769,1.0,46.654,249.782,1.0,48.35,218.116,1.0,61.087,178.093,1.0,61.197,157.678,1.0,67.257,138.983,0.9959999918937683,70.374,107.529,1.0,71.531,78.8,1.0,75.649,44.822,0.9710000157356262,102.832,17.567,1.0,,,1.0,56.778,339.026,1.0,73.059,348.978,1.0,90.09,351.786,1.0,110.463,351.269,1.0,129.537,350.885,1.0,150.439,357.653,1.0,189.522,362.676,1.0,218.748,382.706,1.0,246.667,382.063,1.0,287.905,361.416,1.0
643,38.927,300.197,0.9879999756813049,44.967,263.492,1.0,47.168,243.521,1.0,44.277,214.523,1.0,57.213,179.141,1.0,56.027,147.855,1.0,60.114,133.146,1.0,69.171,99.658,1.0,70.598,76.047,1.0,83.042,44.913,0.9179999828338623,,,1.0,,,1.0,57.797,342.469,1.0,78.428,351.785,1.0,98.308,354.18,1.0,119.64,355.7,1.0,139.034,360.393,1.0,162.43,366.924,1.0,194.946,370.122,1.0,228.6,371.517,1.0,262.563,380.974,1.0,293.408,350.776,1.0
644,41.351,284.867,0.8690000176429749,51.135,246.573,1.0,49.13,222.589,1.0,52.106,196.402,1.0,58.08,160.096,1.0,66.863,138.039,1.0,67.943,119.103,1.0,71.758,89.698,1.0,75.326,66.752,1.0,79.092,29.495,0.996999979019165,90.359,15.147,0.9950000047683716,,,1.0,73.85,339.186,1.0,94.283,350.251,1.0,112.182,352.349,1.0,134.562,352.041,1.0,152.78,355.697,1.0,174.798,361.349,1.0,211.469,361.291,1.0,244.74,372.391,1.0,268.343,378.172,1.0,302.419,347.929,1.0
645,53.179,237.79,0.9929999709129333,44.286,202.578,1.0,46.46,183.359,1.0,46.763,162.164,1.0,48.062,139.406,1.0,49.801,119.256,1.0,52.051,96.294,1.0,56.895,64.49,1.0,59.285,35.188,1.0,73.431,12.021,1.0,113.796,9.986,1.0,,,1.0,90.229,336.544,1.0,102.201,350.868,1.0,117.881,354.128,1.0,139.727,353.034,1.0,156.87,359.099,1.0,177.503,362.032,1.0,213.328,363.267,1.0,247.36,367.417,1.0,277.957,379.721,1.0,302.255,347.979,1.0
646,70.106,190.003,0.382999986410141,67.732,164.381,0.75,62.524,146.986,1.0,54.462,132.583,1.0,47.211,117.399,1.0,43.336,95.29,1.0,39.271,74.048,1.0,42.761,43.222,1.0,51.357,27.445,0.6119999885559082,76.247,15.833,1.0,113.429,11.318,1.0,,,1.0,90.102,329.808,1.0,99.594,347.217,1.0,118.233,356.491,1.0,139.043,353.898,1.0,156.802,361.974,1.0,175.505,365.83,1.0,209.692,366.978,1.0,243.468,369.348,1.0,276.853,380.068,1.0,302.082,348.066,1.0
647,107.895,153.973,1.0,90.272,136.151,1.0,76.538,128.043,1.0,60.164,117.789,1.0,42.467,108.443,1.0,26.833,98.922,1.0,22.41,76.18,0.9919999837875366,,,1.0,35.544,35.956,0.5210000276565552,66.13,20.255,0.9980000257492065,104.077,14.801,1.0,,,1.0,91.323,326.476,1.0,98.285,346.197,1.0,115.699,355.045,1.0,137.871,354.511,1.0,155.967,361.988,1.0,175.172,366.913,1.0,208.639,368.859,1.0,236.234,366.374,1.0,275.726,379.764,1.0,301.988,348.123,1.0
648,122.313,137.779,1.0,100.182,126.314,1.0,80.188,120.304,1.0,63.186,112.36,1.0,44.066,104.87,1.0,30.068,92.656,1.0,20.327,76.375,1.0,12.122,43.759,0.8080000281333923,34.798,20.96,0.6690000295639038,,,1.0,,,1.0,,,1.0,89.243,325.499,1.0,95.75,345.83,1.0,113.732,353.201,1.0,135.843,356.936,1.0,155.162,361.701,1.0,174.256,366.988,1.0,207.63,369.378,1.0,235.644,365.895,1.0,275.345,379.669,1.0,301.988,348.25,1.0
649,140.945,128.614,1.0,119.993,120.894,1.0,99.667,116.985,1.0,77.959,110.482,1.0,53.798,105.521,1.0,35.384,98.907,1.0,21.821,81.027,1.0,18.629,50.126,0.9340000152587891,37.21,26.518,0.9700000286102295,59.686,16.948,0.8100000023841858,101.309,12.544,0.9810000061988831,,,1.0,88.401,324.724,1.0,95.778,344.836,1.0,114.135,354.512,1.0,133.161,361.947,1.0,154.994,361.827,1.0,174.704,367.145,1.0,208.197,369.254,1.0,235.676,365.824,1.0,275.408,379.761,1.0,301.973,348.238,1.0
650,170.369,124.741,0.996999979019165,149.58,116.959,1.0,128.056,119.814,1.0,103.772,114.847,1.0,75.823,111.097,1.0,55.466,103.827,1.0,34.461,97.347,1.0,21.98,70.801,1.0,39.382,38.781,1.0,62.066,18.903,1.0,100.919,12.622,0.996999979019165,,,1.0,90.127,322.368,1.0,94.997,344.749,1.0,112.346,358.731,1.0,132.334,362.792,1.0,152.999,362.354,1.0,173.236,368.189,1.0,209.584,373.887,1.0,235.801,367.929,1.0,276.32,379.952,1.0,300.818,348.661,1.0
651,196.654,124.581,0.15600000321865082,166.482,119.064,1.0,145.21,119.311,1.0,118.176,117.491,1.0,96.912,115.059,1.0,74.834,119.7,1.0,51.023,115.393,1.0,33.213,91.165,0.996999979019165,43.715,49.585,0.9660000205039978,,,1.0,90.996,13.753,1.0,,,1.0,89.939,323.389,1.0,95.907,342.465,1.0,111.784,358.37,1.0,132.092,362.409,1.0,153.284,362.352,1.0,173.138,368.326,1.0,209.55,373.767,1.0,236.487,368.718,1.0,276.199,379.991,1.0,300.885,348.624,1.0
652,230.697,109.697,0.9179999828338623,198.968,111.783,1.0,176.099,109.521,1.0,150.108,109.358,1.0,123.205,107.552,1.0,99.956,107.678,1.0,77.518,104.859,1.0,49.924,86.978,1.0,42.957,64.153,1.0,65.989,18.839,0.9959999918937683,90.813,13.338,1.0,,,1.0,83.406,312.669,1.0,90.95,336.646,1.0,106.087,349.872,1.0,128.697,354.302,1.0,151.661,362.278,1.0,173.323,366.396,1.0,207.904,375.961,1.0,237.17,380.609,1.0,275.308,379.674,1.0,300.861,348.443,1.0
653,268.033,109.492,1.0,240.993,109.664,1.0,218.639,105.856,1.0,187.502,98.096,1.0,156.639,95.247,1.0,137.247,99.478,1.0,115.441,97.738,1.0,89.926,87.261,1.0,68.244,65.072,1.0,,,1.0,52.445,35.792,0.26499998569488525,,,1.0,71.444,299.817,1.0,79.924,320.582,1.0,95.199,341.399,1.0,114.402,349.641,1.0,135.927,360.109,1.0,157.289,371.525,1.0,188.532,379.148,1.0,218.421,383.227,1.0,257.867,380.135,1.0,295.41,356.646,1.0
654,285.147,101.101,1.0,263.256,94.992,1.0,240.149,93.534,1.0,216.353,90.094,1.0,191.864,88.32,1.0,162.566,88.897,1.0,146.86,83.9,1.0,106.269,77.008,1.0,84.935,62.079,1.0,61.392,36.419,1.0,58.092,6.021,0.9990000128746033,,,1.0,59.283,282.86,1.0,65.647,306.471,1.0,78.431,322.996,1.0,96.99,336.158,1.0,114.081,349.72,1.0,139.155,366.339,1.0,171.064,374.868,1.0,202.383,380.448,1.0,244.109,381.691,1.0,284.321,364.437,1.0
655,292.468,83.715,0.9990000128746033,261.242,93.581,1.0,239.96,90.359,1.0,217.925,88.45,1.0,192.769,89.106,1.0,172.349,89.403,1.0,152.937,85.96,1.0,127.153,80.836,1.0,107.068,60.522,0.8629999756813049,84.178,44.617,0.9990000128746033,56.335,12.167,1.0,,,1.0,56.119,265.076,1.0,60.197,287.195,1.0,69.535,306.718,1.0,83.556,325.119,1.0,101.546,341.847,1.0,126.311,358.143,1.0,158.485,365.085,1.0,191.488,370.886,1.0,227.57,371.061,1.0,269.424,357.504,1.0
656,268.688,90.726,0.9980000257492065,245.029,93.228,1.0,227.234,87.413,1.0,208.774,86.329,1.0,189.055,87.212,1.0,169.885,88.951,1.0,151.758,86.34,1.0,120.369,73.38,1.0,95.204,61.113,1.0,70.357,41.303,1.0,44.114,19.774,0.7860000133514404,,,1.0,52.031,249.125,1.0,51.691,275.153,1.0,60.138,294.963,1.0,78.863,318.757,1.0,94.803,333.402,1.0,115.156,346.917,1.0,146.765,359.994,1.0,177.359,369.274,1.0,213.557,375.386,1.0,255.66,363.238,1.0
657,258.225,89.609,1.0,232.147,86.092,1.0,215.609,87.86,1.0,197.133,85.565,1.0,176.457,83.738,1.0,159.99,85.807,1.0,142.494,85.631,1.0,117.938,78.711,1.0,89.032,67.245,0.9089999794960022,51.73,35.986,0.1340000033378601,27.212,17.724,0.9959999918937683,85.303,224.829,1.0,60.227,238.049,1.0,61.689,257.51,1.0,61.886,280.681,1.0,74.444,305.869,1.0,88.745,322.311,1.0,108.915,332.75,1.0,145.005,347.376,1.0,177.007,356.444,1.0,209.195,357.758,1.0,247.988,337.293,1.0
658,241.539,89.105,0.9990000128746033,225.802,87.241,1.0,208.413,86.254,1.0,191.375,81.202,1.0,176.969,82.3,1.0,157.621,83.924,1.0,129.854,85.406,1.0,100.426,77.169,1.0,73.412,60.455,1.0,50.91,48.498,1.0,20.871,25.224,1.0,102.498,229.886,1.0,72.766,238.717,1.0,63.876,258.972,1.0,67.23,280.203,1.0,74.684,302.912,1.0,86.529,324.254,1.0,105.183,339.993,1.0,130.187,360.14,1.0,160.155,378.98,1.0,197.121,384.036,1.0,238.466,368.601,1.0
659,243.339,91.325,0.9909999966621399,218.689,91.617,1.0,205.382,90.123,1.0,192.333,83.312,1.0,174.719,82.613,1.0,156.136,85.799,1.0,139.729,86.514,1.0,106.593,78.978,1.0,77.431,63.716,1.0,49.953,50.417,1.0,20.097,26.203,1.0,102.037,230.993,1.0,71.295,239.107,1.0,63.648,259.587,1.0,67.685,281.653,1.0,75.739,303.97,1.0,86.619,325.612,1.0,105.342,341.757,1.0,130.778,360.788,1.0,158.269,378.516,1.0,198.195,380.831,1.0,241.499,364.604,1.0
660,244.171,92.25,0.949999988079071,218.865,91.777,1.0,201.643,89.717,1.0,187.986,87.065,1.0,171.633,87.591,1.0,154.245,89.333,1.0,140.818,90.839,1.0,111.159,84.932,1.0,81.341,69.31,1.0,48.128,53.418,1.0,18.583,28.187,1.0,98.297,225.457,1.0,70.945,238.511,1.0,63.189,256.501,1.0,67.365,279.828,1.0,74.763,303.171,1.0,86.177,325.281,1.0,104.462,342.118,1.0,129.519,361.53,1.0,159.862,377.888,1.0,200.1,380.252,1.0,241.697,364.913,1.0
661,244.105,83.873,0.15000000596046448,217.448,91.426,1.0,202.007,86.612,1.0,188.239,84.69,1.0,169.647,82.691,1.0,151.864,85.644,1.0,128.797,89.496,1.0,97.216,81.875,1.0,71.849,66.412,1.0,44.355,52.616,1.0,18.816,27.823,1.0,,,1.0,59.585,230.98,1.0,61.187,252.422,1.0,62.577,269.237,1.0,69.211,292.826,1.0,83.653,312.745,1.0,98.068,332.711,1.0,124.446,359.528,1.0,158.066,374.633,1.0,197.568,381.299,1.0,236.46,365.751,1.0
662,243.906,83.445,0.8009999990463257,217.385,84.11,1.0,202.824,85.608,1.0,185.183,85.714,1.0,168.831,85.779,1.0,151.387,87.544,1.0,132.257,96.193,1.0,107.567,88.099,1.0,74.365,77.665,1.0,44.406,55.773,1.0,11.159,32.215,0.9929999709129333,40.366,221.203,0.5640000104904175,55.303,213.183,1.0,53.278,234.536,1.0,55.08,253.612,1.0,58.423,276.398,1.0,65.87,301.479,1.0,78.319,328.949,1.0,105.22,352.561,1.0,135.498,373.662,1.0,170.517,380.483,1.0,216.682,378.788,1.0
663,243.932,84.225,0.7120000123977661,217.709,83.983,1.0,201.218,87.303,1.0,185.086,85.344,1.0,168.697,87.075,1.0,151.909,88.694,1.0,132.657,95.44,1.0,105.507,88.006,1.0,75.329,77.161,1.0,43.42,60.32,0.9959999918937683,,,1.0,59.898,164.263,0.17299999296665192,50.886,181.694,1.0,49.681,197.297,1.0,49.288,220.143,1.0,50.295,246.154,1.0,56.639,274.547,1.0,64.743,303.186,1.0,86.934,328.568,1.0,107.746,350.557,1.0,132.265,364.472,1.0,190.531,371.672,0.9819999933242798
664,236.566,90.459,0.9879999756813049,216.771,84.588,1.0,199.958,87.164,1.0,184.253,86.441,1.0,168.133,87.247,1.0,151.104,88.217,1.0,131.744,96.743,1.0,107.162,88.648,1.0,76.899,79.43,1.0,45.841,64.174,0.9990000128746033,11.523,35.865,1.0,67.549,140.615,0.3050000071525574,55.997,148.705,1.0,56.631,171.88,1.0,52.403,190.481,1.0,50.11,217.542,1.0,52.953,243.909,1.0,62.447,271.518,1.0,81.403,300.966,1.0,104.628,324.749,1.0,136.458,345.396,1.0,179.303,350.152,1.0
665,242.299,84.613,1.0,220.887,85.883,1.0,201.424,88.991,1.0,185.404,86.189,1.0,167.521,86.696,1.0,151.073,88.139,1.0,132.141,96.972,1.0,106.864,87.22,1.0,80.604,79.962,1.0,47.612,61.453,1.0,12.303,36.888,1.0,,,1.0,57.196,125.19,1.0,58.431,144.768,1.0,57.882,168.031,1.0,57.027,190.174,1.0,59.13,216.543,1.0,65.99,244.523,1.0,73.026,272.515,1.0,89.773,303.202,1.0,113.341,330.886,1.0,147.157,350.259,1.0
666,258.614,68.312,1.0,236.62,77.124,1.0,218.13,80.559,1.0,196.721,86.487,1.0,173.725,87.045,1.0,154.681,90.022,1.0,131.317,96.175,1.0,105.48,86.743,1.0,80.086,78.242,1.0,44.899,61.868,0.9990000128746033,12.734,38.014,0.9980000257492065,68.102,76.566,0.4180000126361847,54.798,117.027,1.0,55.447,139.321,1.0,55.405,157.407,1.0,54.795,185.464,1.0,53.646,208.454,1.0,54.86,236.507,1.0,56.77,268.098,1.0,65.727,300.14,1.0,81.753,327.487,1.0,121.34,351.641,1.0
667,284.618,56.337,1.0,259.491,70.75,1.0,237.282,75.215,1.0,215.931,82.364,1.0,190.89,86.356,1.0,169.566,87.519,1.0,141.361,91.624,1.0,118.199,83.34,1.0,84.798,74.831,1.0,50.914,59.39,1.0,12.837,38.653,1.0,69.888,76.37,0.2029999941587448,56.054,107.423,1.0,52.471,126.938,1.0,48.265,147.692,1.0,46.672,170.043,1.0,47.185,198.397,1.0,45.74,225.274,1.0,50.423,258.459,1.0,60.064,290.414,1.0,84.91,321.136,1.0,120.549,336.372,1.0
668,285.062,87.001,1.0,265.858,77.957,1.0,246.786,77.633,1.0,224.86,78.381,1.0,197.503,85.872,1.0,177.07,87.88,1.0,157.709,91.59,1.0,124.794,91.231,1.0,96.781,77.109,1.0,76.182,69.878,0.9959999918937683,,,1.0,76.441,75.026,0.9129999876022339,54.649,107.72,1.0,53.709,128.209,1.0,49.101,147.896,1.0,47.503,169.276,1.0,47.298,192.302,1.0,48.329,221.154,1.0,49.347,251.522,1.0,59.564,283.637,1.0,84.433,314.29,1.0,123.617,325.92,1.0
669,281.578,102.861,1.0,262.454,93.906,1.0,242.198,87.108,1.0,221.798,85.028,1.0,200.176,88.011,1.0,179.131,91.865,1.0,157.527,88.518,1.0,127.048,82.403,1.0,101.629,67.179,1.0,66.868,55.502,1.0,,,1.0,61.987,53.449,0.6940000057220459,53.437,100.144,1.0,51.302,121.59,1.0,48.463,139.922,1.0,45.439,166.858,1.0,46.558,190.807,1.0,50.432,216.855,1.0,54.013,247.503,1.0,70.847,278.05,1.0,98.968,303.313,1.0,137.252,309.693,1.0
670,282.309,104.983,1.0,259.314,96.762,1.0,239.435,89.113,1.0,220.616,84.558,1.0,199.551,86.932,1.0,178.367,91.432,1.0,157.138,87.832,1.0,126.828,80.993,1.0,102.418,64.653,1.0,,,1.0,,,1.0,,,1.0,51.704,85.479,1.0,50.692,108.86,1.0,47.0,130.606,1.0,48.278,150.887,1.0,51.963,173.352,1.0,57.278,202.186,1.0,52.062,231.989,1.0,63.674,264.741,1.0,90.071,290.554,1.0,127.752,300.24,1.0
671,286.132,116.685,1.0,261.446,95.317,1.0,241.859,87.878,1.0,224.905,84.693,1.0,200.454,84.24,1.0,185.603,87.502,1.0,159.663,88.459,1.0,132.932,80.152,1.0,108.767,59.338,1.0,84.507,43.934,0.7760000228881836,,,1.0,,,1.0,53.346,72.002,1.0,52.797,93.834,1.0,52.868,115.218,1.0,54.692,137.744,1.0,57.261,159.037,1.0,64.16,183.63,1.0,72.21,213.443,1.0,90.64,246.29,1.0,115.379,270.874,1.0,154.886,272.627,1.0
672,310.256,130.226,1.0,275.373,112.705,1.0,263.713,96.722,1.0,245.987,82.922,1.0,225.673,77.388,1.0,206.39,72.071,1.0,181.982,75.29,1.0,155.688,66.333,1.0,129.324,45.219,1.0,102.937,28.885,1.0,,,1.0,76.853,27.603,0.18799999356269836,56.457,71.003,1.0,55.26,89.916,1.0,53.289,107.358,1.0,54.061,134.256,1.0,55.595,150.739,1.0,48.032,175.079,1.0,47.792,209.199,1.0,52.295,239.192,0.9750000238418579,,,1.0,,,1.0
673,330.032,152.219,1.0,300.862,129.856,1.0,288.279,110.299,1.0,271.378,97.464,1.0,254.975,84.516,1.0,240.514,73.875,1.0,214.832,66.293,1.0,182.793,59.144,1.0,150.002,51.559,1.0,118.951,38.085,0.9990000128746033,,,1.0,84.897,35.745,0.7620000243186951,56.97,72.402,1.0,54.513,89.851,1.0,52.046,107.479,1.0,52.22,133.138,1.0,55.103,150.897,1.0,50.828,173.597,1.0,50.827,209.272,1.0,50.001,245.773,1.0,69.557,269.744,1.0,103.581,289.587,1.0
674,324.077,156.171,1.0,304.459,131.306,1.0,289.582,115.344,1.0,278.661,101.79,1.0,266.181,87.098,1.0,249.475,74.908,1.0,229.547,62.895,1.0,199.468,63.254,1.0,164.104,74.582,1.0,129.56,78.875,1.0,,,1.0,85.467,40.327,1.0,61.202,72.453,1.0,55.221,88.164,1.0,51.749,107.22,1.0,50.731,131.27,1.0,53.721,152.462,1.0,49.288,174.971,1.0,48.969,207.549,1.0,51.122,242.211,1.0,72.266,270.207,1.0,110.329,284.102,1.0
675,328.931,157.099,1.0,301.106,132.333,1.0,287.094,111.966,1.0,277.504,97.421,1.0,266.564,83.726,1.0,251.138,72.987,1.0,235.914,59.983,1.0,205.198,56.392,1.0,173.789,62.972,1.0,140.58,63.337,1.0,105.462,51.887,0.9990000128746033,95.49,41.883,1.0,64.169,71.068,1.0,56.8,91.681,1.0,51.002,110.362,1.0,48.319,132.656,1.0,49.005,151.613,1.0,46.832,172.454,1.0,37.91,205.646,1.0,43.666,236.645,1.0,54.906,269.061,1.0,92.317,289.859,1.0
676,311.574,160.845,1.0,286.36,129.36,1.0,280.821,113.312,1.0,275.27,96.37,1.0,265.411,81.68,1.0,254.866,70.376,1.0,238.826,54.18,1.0,209.962,43.169,1.0,177.18,40.306,1.0,144.252,43.531,1.0,104.569,34.168,1.0,93.193,36.027,0.20600000023841858,58.782,78.482,1.0,55.35,96.343,1.0,47.392,115.227,1.0,46.257,135.066,1.0,47.992,152.697,1.0,44.723,174.5,1.0,38.544,209.671,1.0,40.56,241.658,1.0,54.312,266.879,1.0,98.06,286.578,1.0
